query,source,url,date,candidate,result,classification,notes
"WebSearch — ""TCIA collection NCI-MATCH EAY131 cancerimagingarchive license DOI""",TCIA,,2026-09-06,,consulta registrada,,ARM 1 — Fase 20 — As tres colecoes DICOM restantes do censo 
WebFetch — https://www.cancerimagingarchive.net/collection/nci-match-eay131/ (HTTP 404 — URL inexistente),TCIA,https://www.cancerimagingarchive.net/collection/nci-match-eay131/,2026-09-06,,consulta registrada,,ARM 1 — Fase 20 — As tres colecoes DICOM restantes do censo 
"WebFetch — https://www.cancerimagingarchive.net/collection/eay131/ (licenca, DOI, modalidades, quem anotou, o que e anotado)",TCIA,https://www.cancerimagingarchive.net/collection/eay131/,2026-09-06,,consulta registrada,,ARM 1 — Fase 20 — As tres colecoes DICOM restantes do censo 
"WebSearch — ""Jordan 'Pediatric chest-abdomen-pelvis and abdomen-pelvis CT images with expert organ contours' Medical Physics 2022 esophagus structures list""",outra,,2026-09-06,,consulta registrada,,ARM 1 — Fase 20 — As tres colecoes DICOM restantes do censo 
"WebFetch — https://wiki.cancerimagingarchive.net/pages/viewpage.action?pageId=89096588 (wiki legado Pediatric-CT-SEG: licenca, tabela de contornos, qualificacao dos anotadores, QA)",TCIA,https://wiki.cancerimagingarchive.net/pages/viewpage.action?pageId=89096588,2026-09-06,,consulta registrada,,ARM 1 — Fase 20 — As tres colecoes DICOM restantes do censo 
WebFetch — https://pubmed.ncbi.nlm.nih.gov/35067940/ (bloqueado por aviso de cookies — sem conteudo),PubMed,https://pubmed.ncbi.nlm.nih.gov/35067940/,2026-09-06,,consulta registrada,,ARM 1 — Fase 20 — As tres colecoes DICOM restantes do censo 
"WebSearch — ""Pediatric-CT-SEG 359 'expert organ contours' contour names table esophagus PMC full text""",outra,,2026-09-06,,consulta registrada,,ARM 1 — Fase 20 — As tres colecoes DICOM restantes do censo 
"WebSearch — ""4D-Lung TCIA Hugo 'organs at risk' contoured structures esophagus RTSTRUCT 20 patients""",TCIA,,2026-09-06,,consulta registrada,,ARM 1 — Fase 20 — As tres colecoes DICOM restantes do censo 
"WebFetch — https://services.cancerimagingarchive.net/nbia-api/services/v1/getModalityValues?Collection=EAY131&format=json (API publica NBIA/TCIA, somente leitura)",TCIA,https://services.cancerimagingarchive.net/nbia-api/services/v1/getModalityValues?Collection=EAY131&format=json,2026-09-06,,consulta registrada,,ARM 1 — Fase 20 — As tres colecoes DICOM restantes do censo 
WebFetch — https://aapm.onlinelibrary.wiley.com/doi/abs/10.1002/mp.15485 (HTTP 403 Forbidden),outra,https://aapm.onlinelibrary.wiley.com/doi/abs/10.1002/mp.15485,2026-09-06,,consulta registrada,,ARM 1 — Fase 20 — As tres colecoes DICOM restantes do censo 
"WebFetch — https://www.cancerimagingarchive.net/analysis-result/eay131-tumor-annotations/ (licenca, DOI, n de sujeitos, quem anotou, criterio de anotacao)",TCIA,https://www.cancerimagingarchive.net/analysis-result/eay131-tumor-annotations/,2026-09-06,,consulta registrada,,ARM 1 — Fase 20 — As tres colecoes DICOM restantes do censo 
WebFetch — https://europepmc.org/article/MED/35067940 (timeout de 60s),Europe PMC,https://europepmc.org/article/MED/35067940,2026-09-06,,consulta registrada,,ARM 1 — Fase 20 — As tres colecoes DICOM restantes do censo 
WebFetch — https://api.imaging.datacommons.cancer.gov/v1/collections (HTTP 410 Gone),IDC,https://api.imaging.datacommons.cancer.gov/v1/collections,2026-09-06,,consulta registrada,,ARM 1 — Fase 20 — As tres colecoes DICOM restantes do censo 
"WebFetch — https://api.semanticscholar.org/graph/v1/paper/DOI:10.1002/mp.15485?fields=title,abstract,year,venue,openAccessPdf (abstract integral + link PMC aberto)",outra,https://api.semanticscholar.org/graph/v1/paper/DOI:10.1002/mp.15485?fields=title,2026-09-06,,consulta registrada,,ARM 1 — Fase 20 — As tres colecoes DICOM restantes do censo 
"WebFetch — https://pmc.ncbi.nlm.nih.gov/articles/PMC9090951/ (texto integral Jordan 2022: Tabela 2, metodo de contorno, QA, licenca)",PubMed,https://pmc.ncbi.nlm.nih.gov/articles/PMC9090951/,2026-09-06,,consulta registrada,,ARM 1 — Fase 20 — As tres colecoes DICOM restantes do censo 
WebFetch — https://api.imaging.datacommons.cancer.gov/v2/collections (HTTP 410 Gone),IDC,https://api.imaging.datacommons.cancer.gov/v2/collections,2026-09-06,,consulta registrada,,ARM 1 — Fase 20 — As tres colecoes DICOM restantes do censo 
WebFetch — https://services.cancerimagingarchive.net/nbia-api/services/v1/getModalityValues?Collection=EAY131-Tumor-Annotations&format=json (retornou array vazio),TCIA,https://services.cancerimagingarchive.net/nbia-api/services/v1/getModalityValues?Collection=EAY131-Tumor-Annotations&format=json,2026-09-06,,consulta registrada,,ARM 1 — Fase 20 — As tres colecoes DICOM restantes do censo 
"WebSearch — ""'EAY131' tumor annotations TCIA RTSTRUCT ROI naming lesion 'organ' segmentation methodology Jordan Rozenfeld""",TCIA,,2026-09-06,,consulta registrada,,ARM 1 — Fase 20 — As tres colecoes DICOM restantes do censo 
WebFetch — https://services.cancerimagingarchive.net/nbia-api/services/v1/getPatient?Collection=4D-Lung&format=json (enumeracao dos 20 PatientId distintos),TCIA,https://services.cancerimagingarchive.net/nbia-api/services/v1/getPatient?Collection=4D-Lung&format=json,2026-09-06,,consulta registrada,,ARM 1 — Fase 20 — As tres colecoes DICOM restantes do censo 
"WebFetch — https://api.semanticscholar.org/graph/v1/paper/DOI:10.1002/mp.12059?fields=title,abstract,year,venue,openAccessPdf,externalIds (abstract integral Hugo 2017 + PMC aberto)",outra,https://api.semanticscholar.org/graph/v1/paper/DOI:10.1002/mp.12059?fields=title,2026-09-06,,consulta registrada,,ARM 1 — Fase 20 — As tres colecoes DICOM restantes do censo 
"WebFetch — https://pmc.ncbi.nlm.nih.gov/articles/PMC5912888/ (texto integral Hugo 2017: estruturas, quem delineou, protocolo, n de 4DCT por paciente)",PubMed,https://pmc.ncbi.nlm.nih.gov/articles/PMC5912888/,2026-09-06,,consulta registrada,,ARM 1 — Fase 20 — As tres colecoes DICOM restantes do censo 
"WebFetch — https://pmc.ncbi.nlm.nih.gov/articles/PMC5912888/ (segunda passada, citacoes verbatim sobre propagacao por registro rigido e ajuste manual)",PubMed,https://pmc.ncbi.nlm.nih.gov/articles/PMC5912888/,2026-09-06,,consulta registrada,,ARM 1 — Fase 20 — As tres colecoes DICOM restantes do censo 
WebFetch — https://services.cancerimagingarchive.net/nbia-api/services/v1/getPatientStudy?Collection=4D-Lung&PatientID=100_HM10395&format=json (confirmacao de StudyInstanceUID publico),TCIA,https://services.cancerimagingarchive.net/nbia-api/services/v1/getPatientStudy?Collection=4D-Lung&PatientID=100_HM10395&format=json,2026-09-06,,consulta registrada,,ARM 1 — Fase 20 — As tres colecoes DICOM restantes do censo 
"WebFetch — https://www.cancerimagingarchive.net/data-usage-policies-and-restrictions/ (politica de uso, atribuicao, redistribuicao, licenca por colecao)",TCIA,https://www.cancerimagingarchive.net/data-usage-policies-and-restrictions/,2026-09-06,,consulta registrada,,ARM 1 — Fase 20 — As tres colecoes DICOM restantes do censo 
WebFetch — https://www.cancerimagingarchive.net/analysis-result/eay131-tumor-annotations/ (segunda passada: Data Access table com 15.799 series e split RTSTRUCT/SEG),TCIA,https://www.cancerimagingarchive.net/analysis-result/eay131-tumor-annotations/,2026-09-06,,consulta registrada,,ARM 1 — Fase 20 — As tres colecoes DICOM restantes do censo 
,TCIA,https://www.cancerimagingarchive.net/collection/pediatric-ct-seg/,2026-09-06,Pediatric-CT-SEG (Pediatric Chest/Abdomen/Pelvic CT Exams with Expert Organ Contours),"licenca=CC BY 4.0, declarada na Data Access tabl | identidade=DICOM nativo: PatientID, StudyInstanceUI | humano=SIM. 'Four expert medical analysts retro",C,"Melhor das tres em licenca, GT e identidade — e reprovada na ONTOLOGIA. Licenca CC BY 4.0 verificada na Data Access table da propria colecao; GT manual humano por quatro analistas especialistas no Pro"
,TCIA,https://www.cancerimagingarchive.net/collection/4d-lung/,2026-09-06,4D-Lung (4D Lung Imaging of NSCLC Patients),"licenca=CC BY 3.0, declarada na Data Access tabl | identidade=DICOM nativo: PatientID, StudyInstanceUI | humano=SIM, com ressalva de proveniencia. 'A si","C — mantida a classe, mas atributo GT reescrito: desenho manual CONFIRMADO na fase-semente; ANOTADOR E QUALIFICACAO = UNKNOWN; supervisao por radio-oncologista declarada APENAS para 4DCT; 4DCBCT sem declaracao de supervisao (reclassificado de C — GT humano SIM, 'delineado por radio-oncologista', com ressalva de propagacao por registro rigido)","Verifiquei as duas frases no PMC5912888. 'supervised delineation' e o unico dado sobre autoria; ninguem e identificado como executor. Somado a: anotador unico sem segundo leitor, sem atlas, e fases pr"
,TCIA,https://www.cancerimagingarchive.net/collection/eay131/,2026-09-06,EAY131 / NCI-MATCH Screening Trial (+ EAY131-Tumor-Annotations),licenca=Imagem: CC BY 4.0 (DOI 10.7937/C5KE-YX42 | identidade=DICOM nativo com todos os UIDs publicos  | humano=SIM para as lesoes ('An international te,F,"REJEICAO DURA, por motivo novo e verificavel. Nao existe RTSTRUCT clinico de orgao de risco nesta colecao: TODO o RTSTRUCT indexado sob eay131 e o analysis result de anotacao de TUMOR. Prova em duas p"
"WebSearch: ""RTOG atlas organs at risk thoracic esophagus Kong 2011 IJROBP consideration of dose limits""",outra,,2026-09-06,,consulta registrada,,"ARM 5 — Ensaios de radioterapia (NRG/RTOG, NCTN, TROG, EORTC"
"WebSearch: ""TCIA collection RTOG 0617 NSCLC-Cetuximab RTSTRUCT license data usage""",TCIA,,2026-09-06,,consulta registrada,,"ARM 5 — Ensaios de radioterapia (NRG/RTOG, NCTN, TROG, EORTC"
WebFetch: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3933280/ (redirecionou 301),PubMed,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3933280/,2026-09-06,,consulta registrada,,"ARM 5 — Ensaios de radioterapia (NRG/RTOG, NCTN, TROG, EORTC"
"WebFetch: https://pmc.ncbi.nlm.nih.gov/articles/PMC3933280/ — prompt: limites cranial/caudal do esofago, parede+lumen, grupos autores, mencao a RTOG 1106",PubMed,https://pmc.ncbi.nlm.nih.gov/articles/PMC3933280/,2026-09-06,,consulta registrada,,"ARM 5 — Ensaios de radioterapia (NRG/RTOG, NCTN, TROG, EORTC"
"WebFetch: https://www.cancerimagingarchive.net/collection/nsclc-cetuximab/ — prompt: licenca verbatim, DOI, acesso, n de pacientes, modalidades, autoria dos contornos",TCIA,https://www.cancerimagingarchive.net/collection/nsclc-cetuximab/,2026-09-06,,consulta registrada,,"ARM 5 — Ensaios de radioterapia (NRG/RTOG, NCTN, TROG, EORTC"
"WebSearch: ""RTOG 1106 protocol esophagus contouring atlas cranial caudal cricoid gastroesophageal junction OAR definition""",outra,,2026-09-06,,consulta registrada,,"ARM 5 — Ensaios de radioterapia (NRG/RTOG, NCTN, TROG, EORTC"
"WebSearch: ""SegTHOR challenge segmentation thoracic organs at risk esophagus 40 patients license CHRU Nancy dataset""",outra,,2026-09-06,,consulta registrada,,"ARM 5 — Ensaios de radioterapia (NRG/RTOG, NCTN, TROG, EORTC"
"WebSearch: ""TCIA collection radiotherapy thoracic RTSTRUCT esophagus organs at risk CC BY public \""RT structure\"" lung trial""",TCIA,,2026-09-06,,consulta registrada,,"ARM 5 — Ensaios de radioterapia (NRG/RTOG, NCTN, TROG, EORTC"
"API TCIA NBIA (curl GET): https://services.cancerimagingarchive.net/nbia-api/services/v1/getSeries?Modality=RTSTRUCT&format=csv — HTTP 200, 36.971.981 bytes, 67.844 linhas. ATENCAO: excedeu o teto de 20 MB desta fase (ver lacunas). Arquivo apagado apos agregacao.",TCIA,https://services.cancerimagingarchive.net/nbia-api/services/v1/getSeries?Modality=RTSTRUCT&format=csv,2026-09-06,,consulta registrada,,"ARM 5 — Ensaios de radioterapia (NRG/RTOG, NCTN, TROG, EORTC"
"WebFetch: https://arxiv.org/abs/1912.05950 — prompt: anotadores do SegTHOR, instituicao, formato, protocolo, licenca",arXiv,https://arxiv.org/abs/1912.05950,2026-09-06,,consulta registrada,,"ARM 5 — Ensaios de radioterapia (NRG/RTOG, NCTN, TROG, EORTC"
"Agregacao local (python/csv) do CSV acima: contagem por (Collection, LicenseName); perfil de BodyPartExamined/SeriesDescription/ThirdPartyAnalysis para S0819, AHOD0831, CALGB50303, A091105, EAY131, 4D-Lung, RIDER Lung CT, NSCLC-Radiomics-Interobserver1; busca da substring 'ESOPHAG' em SeriesDescript",outra,,2026-09-06,,consulta registrada,,"ARM 5 — Ensaios de radioterapia (NRG/RTOG, NCTN, TROG, EORTC"
"WebSearch: ""ESTRO ACROP consensus guideline delineation organs at risk thorax esophagus lung radiotherapy""",outra,,2026-09-06,,consulta registrada,,"ARM 5 — Ensaios de radioterapia (NRG/RTOG, NCTN, TROG, EORTC"
"WebFetch: https://www.cancerimagingarchive.net/collection/s0819/ — prompt: licenca, DOI, acesso, tipo de anotacao, OAR presentes",TCIA,https://www.cancerimagingarchive.net/collection/s0819/,2026-09-06,,consulta registrada,,"ARM 5 — Ensaios de radioterapia (NRG/RTOG, NCTN, TROG, EORTC"
"WebFetch: https://www.cancerimagingarchive.net/analysis-result/s0819-tumor-annotations/ — prompt: licenca, DOI, quem anotou, tipo de anotacao, disponibilidade das imagens-fonte",TCIA,https://www.cancerimagingarchive.net/analysis-result/s0819-tumor-annotations/,2026-09-06,,consulta registrada,,"ARM 5 — Ensaios de radioterapia (NRG/RTOG, NCTN, TROG, EORTC"
"WebSearch: ""NRG Oncology data sharing policy imaging RTOG trial \""data request\"" NCTN Data Archive contours public""",outra,,2026-09-06,,consulta registrada,,"ARM 5 — Ensaios de radioterapia (NRG/RTOG, NCTN, TROG, EORTC"
"WebSearch: ""TROG clinical trial imaging data public TCIA radiotherapy contours \""TROG\"" lung dataset open access""",TCIA,,2026-09-06,,consulta registrada,,"ARM 5 — Ensaios de radioterapia (NRG/RTOG, NCTN, TROG, EORTC"
WebFetch: https://www.nrgoncology.org/ciro-core-lab-services/contouring-atlases/ — HTTP 404,outra,https://www.nrgoncology.org/ciro-core-lab-services/contouring-atlases/,2026-09-06,,consulta registrada,,"ARM 5 — Ensaios de radioterapia (NRG/RTOG, NCTN, TROG, EORTC"
"WebFetch: https://trog.com.au/datasets/ — prompt: lista de datasets, tipo de dado, condicoes de acesso, licenca",outra,https://trog.com.au/datasets/,2026-09-06,,consulta registrada,,"ARM 5 — Ensaios de radioterapia (NRG/RTOG, NCTN, TROG, EORTC"
"WebSearch: ""nrgoncology.org contouring atlas thoracic lung organs at risk atlas page free access""",outra,,2026-09-06,,consulta registrada,,"ARM 5 — Ensaios de radioterapia (NRG/RTOG, NCTN, TROG, EORTC"
WebFetch: https://www.nrgoncology.org/about-us/center-for-innovation-in-radiation-oncology/lung-cancer-downloads/ — prompt: lista de atlases e se exigem login CTEP,outra,https://www.nrgoncology.org/about-us/center-for-innovation-in-radiation-oncology/lung-cancer-downloads/,2026-09-06,,consulta registrada,,"ARM 5 — Ensaios de radioterapia (NRG/RTOG, NCTN, TROG, EORTC"
"WebFetch: https://trog.com.au/datasets/trog-09-02-chisel/ — prompt: dados oferecidos, mecanismo de acesso, licenca, custo",outra,https://trog.com.au/datasets/trog-09-02-chisel/,2026-09-06,,consulta registrada,,"ARM 5 — Ensaios de radioterapia (NRG/RTOG, NCTN, TROG, EORTC"
WebFetch (2a passada): https://www.nrgoncology.org/about-us/center-for-innovation-in-radiation-oncology/lung-cancer-downloads/ — prompt: hrefs absolutos dos downloads,outra,https://www.nrgoncology.org/about-us/center-for-innovation-in-radiation-oncology/lung-cancer-downloads/,2026-09-06,,consulta registrada,,"ARM 5 — Ensaios de radioterapia (NRG/RTOG, NCTN, TROG, EORTC"
"curl -sIL (somente HEAD, sem download): https://www.nrgoncology.org/wp-content/uploads/2025/09/Lung-Organs-at-Risk.ppt -> HTTP 200, Content-Length 19295232, application/vnd.ms-powerpoint",outra,https://www.nrgoncology.org/wp-content/uploads/2025/09/Lung-Organs-at-Risk.ppt,2026-09-06,,consulta registrada,,"ARM 5 — Ensaios de radioterapia (NRG/RTOG, NCTN, TROG, EORTC"
"curl -sIL (somente HEAD, sem download): https://www.nrgoncology.org/wp-content/uploads/2025/11/20230821_NE.SBRT_.4D.LUNG_.2MM.zip -> HTTP 200, Content-Length 105886089, application/zip",outra,https://www.nrgoncology.org/wp-content/uploads/2025/11/20230821_NE.SBRT_.4D.LUNG_.2MM.zip,2026-09-06,,consulta registrada,,"ARM 5 — Ensaios de radioterapia (NRG/RTOG, NCTN, TROG, EORTC"
"WebSearch: ""EORTC data sharing policy imaging DICOM radiotherapy contours request \""data sharing\"" open access trial imaging""",outra,,2026-09-06,,consulta registrada,,"ARM 5 — Ensaios de radioterapia (NRG/RTOG, NCTN, TROG, EORTC"
"WebFetch: https://www.cancerimagingarchive.net/collection/nsclc-radiomics-interobserver1/ — prompt: licenca, DOI, n, estruturas, n de observadores, OAR, overlap com Lung1, formato",TCIA,https://www.cancerimagingarchive.net/collection/nsclc-radiomics-interobserver1/,2026-09-06,,consulta registrada,,"ARM 5 — Ensaios de radioterapia (NRG/RTOG, NCTN, TROG, EORTC"
"API TCIA NBIA (curl GET com --max-filesize 8000000): getSeries?Modality=SEG&BodyPartExamined={CHEST,LUNG,THORAX,MEDIASTINUM,ESOPHAGUS}&format=csv -> 5.662.925 / 268.756 / 0 / 48.280 / 0 bytes. Arquivos apagados apos agregacao.",TCIA,,2026-09-06,,consulta registrada,,"ARM 5 — Ensaios de radioterapia (NRG/RTOG, NCTN, TROG, EORTC"
,TCIA,https://www.cancerimagingarchive.net/collection/nsclc-cetuximab/,2026-09-06,RTOG-0617 / NSCLC-Cetuximab (TCIA),licenca=NIH Controlled Data Access Policy (citac | identidade=DICOM: StudyInstanceUID + SeriesInstance | humano=UNKNOWN — a pagina nao declara quem fez ,D,"Ensaio NRG/RTOG fase III em NSCLC estagio III com CT de planejamento + RTSTRUCT + RTPLAN + RTDOSE. Seria ideal (DICOM completo, 4 identidades, GT de protocolo), mas esta sob politica de acesso control"
,TCIA,https://www.cancerimagingarchive.net/collection/s0819/,2026-09-06,"S0819 (SWOG, TCIA) — imagens",licenca=Imagens: 'NIH Controlled Data Access Pol | identidade=DICOM (4 identidades) — inacessivel. | humano=SIM para as anotacoes: radiologistas MBB,D,"Maior fonte de RTSTRUCT publica do TCIA em volume (20.181 series, 1.281 pacientes com RTSTRUCT, 15.410 series marcadas CHEST). Parece um achado enorme ate se ler o campo de proveniencia: sao anotacoes"
,TCIA,https://www.cancerimagingarchive.net/analysis-result/s0819-tumor-annotations/,2026-09-06,S0819-Tumor-Annotations (TCIA analysis result),"licenca=CC BY 4.0 (verbatim: 'CC BY 4.0'). As im | identidade=DICOM RTSTRUCT/SEG referenciando series  | humano=SIM — radiologistas humanos, dupla leitu",F,"CC BY 4.0 de verdade e GT humano de verdade, mas o objeto e lesao tumoral com seed point e volume em cc, nao contorno de orgao. Serve como prova documental de que licenca de anotacao != licenca de ima"
,TCIA,https://www.cancerimagingarchive.net/collection/nci-match-eay131/,2026-09-06,"EAY131 (NCI-MATCH, TCIA) — RTSTRUCT",licenca=UNKNOWN — LicenseName e LicenseURI vem V | identidade=DICOM (4 identidades) para as series lis | humano=SIM (mesmo pipeline de radiologistas do ,F,"Era uma das 5 colecoes do censo da Fase 11 com 'esofago'. Hoje foi possivel ver o padrao das descricoes: 'Pre-dose, ESOPHAGUS - 1' e 'ESOPHAGUS - 1 - SEED POINT', ThirdPartyAnalysis=yes. E lesao no es"
,TCIA,https://www.cancerimagingarchive.net/browse-collections/,2026-09-06,"Colecoes NCTN de anotacao de lesao no TCIA (AHOD0831, CALGB50303, A091105, AREN0532/0533/0534, ACNS0332, ARAR0331, AHEP0","licenca=CC BY 4.0 para as series de anotacao (AP | identidade=DICOM (4 identidades). | humano=SIM, humana — mas objeto errado (lesao).",F,"Somam dezenas de milhares de RTSTRUCT sob CC BY 4.0 e por isso aparecem como 'contornos de ensaio publicos'. Todas sao ThirdPartyAnalysis=yes com descricoes 'Pre-Dose, <SITIO> - N' / 'SEED POINT'. Nen"
,web,https://trog.com.au/datasets/trog-09-02-chisel/,2026-09-06,TROG 09.02 CHISEL,licenca=UNKNOWN — nenhuma licenca declarada na p | identidade=DICOM (4 identidades) se obtido. | humano=Presumivelmente sim (contornos de plano ,D,"Ensaio randomizado de SABR em NSCLC precoce com 100 datasets de RTQA, 39 de benchmarking e planos RT em DICOM — exatamente o tipo de dado que o Arm 5 procurava. Mas o acesso exige aplicacao formal a u"
,web,https://www.nrgoncology.org/clinical-trials/clinical-trial-resources/ancillary-projects-and-data-sharing-application/,2026-09-06,NRG Oncology / NCI NCTN-NCORP Data Archive (canal geral para ensaios RTOG pos-2018),"licenca=N/A — regime de aplicacao, nao de licenc | identidade=DICOM se concedido. | humano=UNKNOWN por ensaio.",D,E o unico canal existente para qualquer dado de ensaio NRG/RTOG alem do que ja esta no TCIA. Exige Ancillary Projects Application. Fecha a pergunta do arm: nao ha ensaio NRG/RTOG com contorno de OAR a
,web,https://www.eortc.org/data-sharing/,2026-09-06,EORTC data & sample sharing,licenca=N/A — regime de requisicao. | identidade=UNKNOWN | humano=UNKNOWN,D,Mesma conclusao do NRG e do TROG. Acesso a dados e imagens somente pela politica POL008 com formulario de requisicao. Nenhum dataset de imagem EORTC aberto foi encontrado.
,arXiv,https://arxiv.org/abs/1912.05950,2026-09-06,SegTHOR — Segmentation of THoracic Organs at Risk,"licenca=UNKNOWN — nao declarada no artigo nem no | identidade=2 de 4 (case_id, sha256). NIfTI nao carr | humano=SIM — 'contoured manually by an experien",D com bloqueio DUPLO (acesso + clausula comercial). A anatomia sai da lista de motivos. (reclassificado de D com bloqueio TRIPLO (acesso + clausula comercial + anatomia cervical)),"Classe nao muda — o DUA assinavel e a vedacao comercial, ambos lidos por mim no PDF primario, ja bastam e sao permanentes para produto. Mas o terceiro motivo cai: ver refutada 1. Registrar so o que su"
,TCIA,https://www.cancerimagingarchive.net/collection/nsclc-radiomics-interobserver1/,2026-09-06,NSCLC-Radiomics-Interobserver1,"licenca=CC BY-NC 3.0 — NonCommercial, incompativ | identidade=DICOM (4 identidades). | humano=SIM — 5 oncologistas de radiacao, com va",F,"Aparece na varredura como raro caso de multiplos anotadores humanos (5 oncologistas de radiacao), o que seria ouro para medir variabilidade. Mas delineia SOMENTE GTV — nenhum OAR, nenhum esofago. Lice"
,PubMed,https://pmc.ncbi.nlm.nih.gov/articles/PMC3933280/,2026-09-06,Atlas Kong et al. 2011 — OAR toracicos (RTOG/EORTC/SWOG),"licenca=N/A (publicacao). Texto integral livre n | identidade=N/A | humano=N/A — e documento normativo, escrito por",A,"NAO e dataset, e a REGRA. Responde diretamente a pergunta especifica do arm: existe documento publico que define operacionalmente os limites cranial e caudal do esofago em contorno de RT toracica. Cra"
,web,https://www.nrgoncology.org/about-us/center-for-innovation-in-radiation-oncology/lung-cancer-downloads/,2026-09-06,NRG Oncology — 'Organs at Risk in Thoracic Radiation Therapy' (atlas .ppt publico),licenca=UNKNOWN — a pagina nao declara licenca d | identidade=N/A | humano=N/A — material normativo.,B,"E o atlas de OAR toracico que a NRG distribui junto ao material de pulmao (o mesmo material que circula como 'RTOG 1106 OAR Atlas'). Verificado como download PUBLICO sem login (HTTP 200, 19.295.232 by"
,web,https://www.nrgoncology.org/about-us/center-for-innovation-in-radiation-oncology/lung-cancer-downloads/,2026-09-06,NRG-LU008 Practice DICOM dataset,"licenca=UNKNOWN — nenhuma licenca declarada. E m | identidade=DICOM — potencialmente 4 identidades, ma | humano=UNKNOWN",C,"Unico DICOM de RT toracica encontrado no Arm 5 em URL publica sem login (a pagina lista o item como exigindo CTEP login, mas o href aponta para /wp-content/ e responde HTTP 200 sem autenticacao — dive"
WebSearch: TotalSegmentator dataset Zenodo 10047292 meta.csv image_id,Zenodo,,2026-09-06,,consulta registrada,,ARM 6 — Repositórios abertos (Zenodo / HuggingFace / Grand-C
WebSearch: SegTHOR challenge dataset esophagus license download 2026,outra,,2026-09-06,,consulta registrada,,ARM 6 — Repositórios abertos (Zenodo / HuggingFace / Grand-C
"WebSearch: TotalSegmentator dataset ""image_id"" mapping DICOM SeriesInstanceUID anonymized provenance",outra,,2026-09-06,,consulta registrada,,ARM 6 — Repositórios abertos (Zenodo / HuggingFace / Grand-C
"WebFetch: https://zenodo.org/records/10047292 — titulo, versao, licenca, descricao, meta.csv, image_id, anonimizacao, identificadores DICOM, lista de arquivos, DOI",Zenodo,https://zenodo.org/records/10047292,2026-09-06,,consulta registrada,,ARM 6 — Repositórios abertos (Zenodo / HuggingFace / Grand-C
"WebFetch: https://zenodo.org/records/13900142 — licenca, DOI, ligacao a SeriesInstanceUID do IDC, origem humana ou de modelo das segmentacoes, colunas identificadoras",Zenodo,https://zenodo.org/records/13900142,2026-09-06,,consulta registrada,,ARM 6 — Repositórios abertos (Zenodo / HuggingFace / Grand-C
"WebFetch: https://github.com/wasserth/TotalSegmentator/blob/master/README.md — meta.csv, image_id, licenca do codigo vs do dataset, origem das imagens, anonimizacao, mapeamento para UIDs",GitHub,https://github.com/wasserth/TotalSegmentator/blob/master/README.md,2026-09-06,,consulta registrada,,ARM 6 — Repositórios abertos (Zenodo / HuggingFace / Grand-C
"WebSearch: TotalSegmentator ""meta.csv"" dataset columns image_id institute study_type split github issue",GitHub,,2026-09-06,,consulta registrada,,ARM 6 — Repositórios abertos (Zenodo / HuggingFace / Grand-C
"WebFetch: https://arxiv.org/abs/1912.05950 — SegTHOR: pacientes, instituicao, anotacao, extensao do esofago, formato, licenca, anonimizacao",arXiv,https://arxiv.org/abs/1912.05950,2026-09-06,,consulta registrada,,ARM 6 — Repositórios abertos (Zenodo / HuggingFace / Grand-C
WebFetch: https://arxiv.org/pdf/1912.05950 — secao Materials/Dataset do SegTHOR (retorno binario; texto extraido localmente),arXiv,https://arxiv.org/pdf/1912.05950,2026-09-06,,consulta registrada,,ARM 6 — Repositórios abertos (Zenodo / HuggingFace / Grand-C
"WebFetch: https://competitions.codalab.org/competitions/21145 — competicao ativa?, termos, licenca, exigencia de registro, formato",outra,https://competitions.codalab.org/competitions/21145,2026-09-06,,consulta registrada,,ARM 6 — Repositórios abertos (Zenodo / HuggingFace / Grand-C
"WebSearch: TotalSegmentator Wasserthal ""Radiology Artificial Intelligence"" 2023 dataset ""University Hospital Basel"" randomly sampled PACS ethics anonymized",outra,,2026-09-06,,consulta registrada,,ARM 6 — Repositórios abertos (Zenodo / HuggingFace / Grand-C
"WebFetch: https://pubs.rsna.org/doi/full/10.1148/ryai.230024 — Materials and Methods, etica, anonimizacao, retencao de UIDs, processo de anotacao (RESULTADO: HTTP 403)",outra,https://pubs.rsna.org/doi/full/10.1148/ryai.230024,2026-09-06,,consulta registrada,,ARM 6 — Repositórios abertos (Zenodo / HuggingFace / Grand-C
"WebSearch: SegTHOR dataset official site Rouen ""segthor"" data download nifti .nii.gz Patient_01 GT.nii",outra,,2026-09-06,,consulta registrada,,ARM 6 — Repositórios abertos (Zenodo / HuggingFace / Grand-C
"WebFetch: https://arxiv.org/abs/2208.05868 — origem das imagens, etica, anonimizacao, processo de anotacao, esofago entre as classes, licenca",arXiv,https://arxiv.org/abs/2208.05868,2026-09-06,,consulta registrada,,ARM 6 — Repositórios abertos (Zenodo / HuggingFace / Grand-C
"WebFetch: https://github.com/openmedlab/Awesome-Medical-Dataset/blob/main/resources/SegTHOR.md — licenca, link de download, formato, numero de casos, anotacao, DUA",GitHub,https://github.com/openmedlab/Awesome-Medical-Dataset/blob/main/resources/SegTHOR.md,2026-09-06,,consulta registrada,,ARM 6 — Repositórios abertos (Zenodo / HuggingFace / Grand-C
